gene,6419C5,6499C4,6694C2
4632415L05Rik,0.25077276245943514,-0.6078371318829672,0.6725048220544467
4632428C04Rik,-0.3585981204284505,0.4491226162586164,-1.0241968665430905
4732487G21Rik,-0.15289853222682503,-0.029962024389852737,-0.5527253738239893
4732490B19Rik,-0.24040736681343366,0.04883486123793335,0.40921499980387455
4732491K20Rik,-0.2410724555888729,-0.6624680043884672,0.6517903823914369
4833408A19Rik,0.43682613114093777,0.43122154163158244,0.0713036752102828
4833413G10Rik,1.5742118760576498,2.4570353067533786,-0.07564757537418587
4833418N02Rik,0.027654762655135223,0.017925587516710473,0.7085916675336298
4833420G17Rik,-0.3538025976902559,-0.45376017947523506,-0.11059982506130694
4833438C02Rik,-0.6354512705162474,-0.3229478034698601,-0.1564297693864587
4833439L19Rik,0.07698310677218867,0.19617308676517808,-1.1989113733820815
4921507P07Rik,-0.2972958714888956,-0.012983225038089241,-2.0370075741847575
4921524J17Rik,0.2478433122166539,-0.13158399095408457,0.9408470979711012
4921531C22Rik,0.00526530154387661,0.35174545526199896,0.026180184232767356
4921536K21Rik,0.2338695230402541,0.5049092508613024,0.2569734307711764
4930413G21Rik,-0.06560761938746096,-0.15667936497164048,0.4948496657097452
4930447F24Rik,0.4563482370182719,-0.03933839137646533,1.4827705201216053
4930453N24Rik,-0.10592991498866589,0.08505429593231817,0.5282819423147123
4930458D05Rik,-0.009329470753675906,-0.3267872655792444,0.09315338307369658
4930461G14Rik,-0.5427624666908581,0.15701819455040678,-0.002245117586809897
4930471E19Rik,0.40435051097026076,0.2924065141377006,0.26156605488397977
4930481A15Rik,-0.12162726109605765,-0.08846476763151409,-0.24022305845001068
4930481B07Rik,-0.25093092523269545,-0.2802020605516026,-0.4831180729848443
4930503L19Rik,0.6795147380040776,0.12052530341375789,0.44099532432695376
4930511M06Rik,-0.3002230384100333,-0.6492168995479138,2.4263823562744062
4930513N10Rik,0.4513302796469011,-0.012519209047454849,0.21274843823411405
4930516B21Rik,0.017272518104015977,-0.5150443521928382,-0.17949497821055616
4930522L14Rik,-0.6011540285455785,-0.7841107935352674,-0.016077171562309145
4930523C07Rik,-0.02253778383545546,-0.014683257982763376,-0.26986853750651596
